Title,Slug,Difficulty,Tags,Paid Only
Keep Multiplying Found Values by Two,keep-multiplying-found-values-by-two,Easy,"Array, Hash Table, Sorting, Simulation",FALSE
All Divisions With the Highest Score of a Binary Array,all-divisions-with-the-highest-score-of-a-binary-array,Medium,Array,FALSE
Find Substring With Given Hash Value,find-substring-with-given-hash-value,Hard,"String, Sliding Window, Rolling Hash, Hash Function",FALSE
Groups of Strings,groups-of-strings,Hard,"String, Bit Manipulation, Union Find",FALSE
Amount of New Area Painted Each Day,amount-of-new-area-painted-each-day,Hard,"Array, Segment Tree, Ordered Set",TRUE
Minimum Sum of Four Digit Number After Splitting Digits,minimum-sum-of-four-digit-number-after-splitting-digits,Easy,"Math, Greedy, Sorting",FALSE
Partition Array According to Given Pivot,partition-array-according-to-given-pivot,Medium,"Array, Two Pointers, Simulation",FALSE
Minimum Cost to Set Cooking Time,minimum-cost-to-set-cooking-time,Medium,"Math, Enumeration",FALSE
Minimum Difference in Sums After Removal of Elements,minimum-difference-in-sums-after-removal-of-elements,Hard,"Array, Dynamic Programming, Heap (Priority Queue)",FALSE
Sort Even and Odd Indices Independently,sort-even-and-odd-indices-independently,Easy,"Array, Sorting",FALSE
Smallest Value of the Rearranged Number,smallest-value-of-the-rearranged-number,Medium,"Math, Sorting",FALSE
Design Bitset,design-bitset,Medium,"Array, Hash Table, String, Design",FALSE
Minimum Time to Remove All Cars Containing Illegal Goods,minimum-time-to-remove-all-cars-containing-illegal-goods,Hard,"String, Dynamic Programming",FALSE
Unique Substrings With Equal Digit Frequency,unique-substrings-with-equal-digit-frequency,Medium,"Hash Table, String, Rolling Hash, Counting, Hash Function",TRUE
Count Operations to Obtain Zero,count-operations-to-obtain-zero,Easy,"Math, Simulation",FALSE
Minimum Operations to Make the Array Alternating,minimum-operations-to-make-the-array-alternating,Medium,"Array, Hash Table, Greedy, Counting",FALSE
Removing Minimum Number of Magic Beans,removing-minimum-number-of-magic-beans,Medium,"Array, Greedy, Sorting, Enumeration, Prefix Sum",FALSE
Maximum AND Sum of Array,maximum-and-sum-of-array,Hard,"Array, Dynamic Programming, Bit Manipulation, Bitmask",FALSE
Remove All Ones With Row and Column Flips II,remove-all-ones-with-row-and-column-flips-ii,Medium,"Array, Bit Manipulation, Breadth-First Search, Matrix",TRUE
Count Equal and Divisible Pairs in an Array,count-equal-and-divisible-pairs-in-an-array,Easy,Array,FALSE
Find Three Consecutive Integers That Sum to a Given Number,find-three-consecutive-integers-that-sum-to-a-given-number,Medium,"Math, Simulation",FALSE
Maximum Split of Positive Even Integers,maximum-split-of-positive-even-integers,Medium,"Math, Backtracking, Greedy",FALSE
Count Good Triplets in an Array,count-good-triplets-in-an-array,Hard,"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set",FALSE
Count Integers With Even Digit Sum,count-integers-with-even-digit-sum,Easy,"Math, Simulation",FALSE
Merge Nodes in Between Zeros,merge-nodes-in-between-zeros,Medium,"Linked List, Simulation",FALSE
Construct String With Repeat Limit,construct-string-with-repeat-limit,Medium,"Hash Table, String, Greedy, Heap (Priority Queue), Counting",FALSE
Count Array Pairs Divisible by K,count-array-pairs-divisible-by-k,Hard,"Array, Math, Number Theory",FALSE
Number of Ways to Build Sturdy Brick Wall,number-of-ways-to-build-sturdy-brick-wall,Medium,"Array, Dynamic Programming, Bit Manipulation, Bitmask",TRUE
Counting Words With a Given Prefix,counting-words-with-a-given-prefix,Easy,"Array, String, String Matching",FALSE
Minimum Number of Steps to Make Two Strings Anagram II,minimum-number-of-steps-to-make-two-strings-anagram-ii,Medium,"Hash Table, String, Counting",FALSE
Minimum Time to Complete Trips,minimum-time-to-complete-trips,Medium,"Array, Binary Search",FALSE
Minimum Time to Finish the Race,minimum-time-to-finish-the-race,Hard,"Array, Dynamic Programming",FALSE
Number of Ways to Build House of Cards,number-of-ways-to-build-house-of-cards,Medium,"Math, Dynamic Programming",TRUE
Most Frequent Number Following Key In an Array,most-frequent-number-following-key-in-an-array,Easy,"Array, Hash Table, Counting",FALSE
Sort the Jumbled Numbers,sort-the-jumbled-numbers,Medium,"Array, Sorting",FALSE
All Ancestors of a Node in a Directed Acyclic Graph,all-ancestors-of-a-node-in-a-directed-acyclic-graph,Medium,"Depth-First Search, Breadth-First Search, Graph, Topological Sort",FALSE
Minimum Number of Moves to Make Palindrome,minimum-number-of-moves-to-make-palindrome,Hard,"Two Pointers, String, Greedy, Binary Indexed Tree",FALSE
Cells in a Range on an Excel Sheet,cells-in-a-range-on-an-excel-sheet,Easy,String,FALSE
Append K Integers With Minimal Sum,append-k-integers-with-minimal-sum,Medium,"Array, Math, Greedy, Sorting",FALSE
Create Binary Tree From Descriptions,create-binary-tree-from-descriptions,Medium,"Array, Hash Table, Tree, Binary Tree",FALSE
Replace Non-Coprime Numbers in Array,replace-non-coprime-numbers-in-array,Hard,"Array, Math, Stack, Number Theory",FALSE
Number of Single Divisor Triplets,number-of-single-divisor-triplets,Medium,Math,TRUE
Find All K-Distant Indices in an Array,find-all-k-distant-indices-in-an-array,Easy,"Array, Two Pointers",FALSE
Count Artifacts That Can Be Extracted,count-artifacts-that-can-be-extracted,Medium,"Array, Hash Table, Simulation",FALSE
Maximize the Topmost Element After K Moves,maximize-the-topmost-element-after-k-moves,Medium,"Array, Greedy",FALSE
Minimum Weighted Subgraph With the Required Paths,minimum-weighted-subgraph-with-the-required-paths,Hard,"Graph, Shortest Path",FALSE
Distance to a Cycle in Undirected Graph,distance-to-a-cycle-in-undirected-graph,Hard,"Depth-First Search, Breadth-First Search, Union Find, Graph",TRUE
Divide Array Into Equal Pairs,divide-array-into-equal-pairs,Easy,"Array, Hash Table, Bit Manipulation, Counting",FALSE
Maximize Number of Subsequences in a String,maximize-number-of-subsequences-in-a-string,Medium,"String, Greedy, Prefix Sum",FALSE
Minimum Operations to Halve Array Sum,minimum-operations-to-halve-array-sum,Medium,"Array, Greedy, Heap (Priority Queue)",FALSE
Minimum White Tiles After Covering With Carpets,minimum-white-tiles-after-covering-with-carpets,Hard,"String, Dynamic Programming, Prefix Sum",FALSE
Count Hills and Valleys in an Array,count-hills-and-valleys-in-an-array,Easy,Array,FALSE
Count Collisions on a Road,count-collisions-on-a-road,Medium,"String, Stack, Simulation",FALSE
Maximum Points in an Archery Competition,maximum-points-in-an-archery-competition,Medium,"Array, Backtracking, Bit Manipulation, Enumeration",FALSE
Longest Substring of One Repeating Character,longest-substring-of-one-repeating-character,Hard,"Array, String, Segment Tree, Ordered Set",FALSE
Minimum Health to Beat Game,minimum-health-to-beat-game,Medium,"Array, Greedy",TRUE
Find the Difference of Two Arrays,find-the-difference-of-two-arrays,Easy,"Array, Hash Table",FALSE
Minimum Deletions to Make Array Beautiful,minimum-deletions-to-make-array-beautiful,Medium,"Array, Stack, Greedy",FALSE
Find Palindrome With Fixed Length,find-palindrome-with-fixed-length,Medium,"Array, Math",FALSE
Maximum Value of K Coins From Piles,maximum-value-of-k-coins-from-piles,Hard,"Array, Dynamic Programming, Prefix Sum",FALSE
Maximum Sum Score of Array,maximum-sum-score-of-array,Medium,"Array, Prefix Sum",TRUE
Minimum Bit Flips to Convert Number,minimum-bit-flips-to-convert-number,Easy,Bit Manipulation,FALSE
Find Triangular Sum of an Array,find-triangular-sum-of-an-array,Medium,"Array, Math, Simulation, Combinatorics",FALSE
Number of Ways to Select Buildings,number-of-ways-to-select-buildings,Medium,"String, Dynamic Programming, Prefix Sum",FALSE
Sum of Scores of Built Strings,sum-of-scores-of-built-strings,Hard,"String, Binary Search, Rolling Hash, Suffix Array, String Matching, Hash Function",FALSE
Minimum Number of Operations to Convert Time,minimum-number-of-operations-to-convert-time,Easy,"String, Greedy",FALSE
Find Players With Zero or One Losses,find-players-with-zero-or-one-losses,Medium,"Array, Hash Table, Sorting, Counting",FALSE
Maximum Candies Allocated to K Children,maximum-candies-allocated-to-k-children,Medium,"Array, Binary Search",FALSE
Encrypt and Decrypt Strings,encrypt-and-decrypt-strings,Hard,"Array, Hash Table, String, Design, Trie",FALSE
Check if an Array Is Consecutive,check-if-an-array-is-consecutive,Easy,"Array, Hash Table, Sorting",TRUE
Largest Number After Digit Swaps by Parity,largest-number-after-digit-swaps-by-parity,Easy,"Sorting, Heap (Priority Queue)",FALSE
Minimize Result by Adding Parentheses to Expression,minimize-result-by-adding-parentheses-to-expression,Medium,"String, Enumeration",FALSE
Maximum Product After K Increments,maximum-product-after-k-increments,Medium,"Array, Greedy, Heap (Priority Queue)",FALSE
Maximum Total Beauty of the Gardens,maximum-total-beauty-of-the-gardens,Hard,"Array, Two Pointers, Binary Search, Greedy, Sorting, Enumeration, Prefix Sum",FALSE
Add Two Integers,add-two-integers,Easy,Math,FALSE
Root Equals Sum of Children,root-equals-sum-of-children,Easy,"Tree, Binary Tree",FALSE
Count Positions on Street With Required Brightness,count-positions-on-street-with-required-brightness,Medium,"Array, Prefix Sum",TRUE
Find Closest Number to Zero,find-closest-number-to-zero,Easy,Array,FALSE
Number of Ways to Buy Pens and Pencils,number-of-ways-to-buy-pens-and-pencils,Medium,"Math, Enumeration",FALSE
Design an ATM Machine,design-an-atm-machine,Medium,"Array, Greedy, Design",FALSE
Maximum Score of a Node Sequence,maximum-score-of-a-node-sequence,Hard,"Array, Graph, Sorting, Enumeration",FALSE
Calculate Digit Sum of a String,calculate-digit-sum-of-a-string,Easy,"String, Simulation",FALSE
Minimum Rounds to Complete All Tasks,minimum-rounds-to-complete-all-tasks,Medium,"Array, Hash Table, Greedy, Counting",FALSE
Maximum Trailing Zeros in a Cornered Path,maximum-trailing-zeros-in-a-cornered-path,Medium,"Array, Matrix, Prefix Sum",FALSE
Longest Path With Different Adjacent Characters,longest-path-with-different-adjacent-characters,Hard,"Array, String, Tree, Depth-First Search, Graph, Topological Sort",FALSE
Maximum Cost of Trip With K Highways,maximum-cost-of-trip-with-k-highways,Hard,"Dynamic Programming, Bit Manipulation, Graph, Bitmask",TRUE
Intersection of Multiple Arrays,intersection-of-multiple-arrays,Easy,"Array, Hash Table, Sorting, Counting",FALSE
Count Lattice Points Inside a Circle,count-lattice-points-inside-a-circle,Medium,"Array, Hash Table, Math, Geometry, Enumeration",FALSE
Count Number of Rectangles Containing Each Point,count-number-of-rectangles-containing-each-point,Medium,"Array, Hash Table, Binary Search, Binary Indexed Tree, Sorting",FALSE
Number of Flowers in Full Bloom,number-of-flowers-in-full-bloom,Hard,"Array, Hash Table, Binary Search, Sorting, Prefix Sum, Ordered Set",FALSE
Design Video Sharing Platform,design-video-sharing-platform,Hard,"Hash Table, Stack, Design, Ordered Set",TRUE
Count Prefixes of a Given String,count-prefixes-of-a-given-string,Easy,"Array, String",FALSE
Minimum Average Difference,minimum-average-difference,Medium,"Array, Prefix Sum",FALSE
Count Unguarded Cells in the Grid,count-unguarded-cells-in-the-grid,Medium,"Array, Matrix, Simulation",FALSE
Escape the Spreading Fire,escape-the-spreading-fire,Hard,"Array, Binary Search, Breadth-First Search, Matrix",FALSE
Remove Digit From Number to Maximize Result,remove-digit-from-number-to-maximize-result,Easy,"String, Greedy, Enumeration",FALSE
Minimum Consecutive Cards to Pick Up,minimum-consecutive-cards-to-pick-up,Medium,"Array, Hash Table, Sliding Window",FALSE
K Divisible Elements Subarrays,k-divisible-elements-subarrays,Medium,"Array, Hash Table, Trie, Rolling Hash, Hash Function, Enumeration",FALSE
Total Appeal of A String,total-appeal-of-a-string,Hard,"Hash Table, String, Dynamic Programming",FALSE
Make Array Non-decreasing or Non-increasing,make-array-non-decreasing-or-non-increasing,Hard,"Dynamic Programming, Greedy",TRUE
Largest 3-Same-Digit Number in String,largest-3-same-digit-number-in-string,Easy,String,FALSE
Count Nodes Equal to Average of Subtree,count-nodes-equal-to-average-of-subtree,Medium,"Tree, Depth-First Search, Binary Tree",FALSE
Count Number of Texts,count-number-of-texts,Medium,"Hash Table, Math, String, Dynamic Programming",FALSE
 Check if There Is a Valid Parentheses String Path,check-if-there-is-a-valid-parentheses-string-path,Hard,"Array, Dynamic Programming, Matrix",FALSE
Minimum Number of Keypresses,minimum-number-of-keypresses,Medium,"Hash Table, String, Greedy, Sorting, Counting",TRUE
Find the K-Beauty of a Number,find-the-k-beauty-of-a-number,Easy,"Math, String, Sliding Window",FALSE
Number of Ways to Split Array,number-of-ways-to-split-array,Medium,"Array, Prefix Sum",FALSE
Maximum White Tiles Covered by a Carpet,maximum-white-tiles-covered-by-a-carpet,Medium,"Array, Binary Search, Greedy, Sliding Window, Sorting, Prefix Sum",FALSE
Substring With Largest Variance,substring-with-largest-variance,Hard,"Array, Dynamic Programming",FALSE
Find Resultant Array After Removing Anagrams,find-resultant-array-after-removing-anagrams,Easy,"Array, Hash Table, String, Sorting",FALSE
Maximum Consecutive Floors Without Special Floors,maximum-consecutive-floors-without-special-floors,Medium,"Array, Sorting",FALSE
Largest Combination With Bitwise AND Greater Than Zero,largest-combination-with-bitwise-and-greater-than-zero,Medium,"Array, Hash Table, Bit Manipulation, Counting",FALSE
Closest Node to Path in Tree,closest-node-to-path-in-tree,Hard,"Array, Tree, Depth-First Search, Breadth-First Search",TRUE
Percentage of Letter in String,percentage-of-letter-in-string,Easy,String,FALSE
Maximum Bags With Full Capacity of Rocks,maximum-bags-with-full-capacity-of-rocks,Medium,"Array, Greedy, Sorting",FALSE
Minimum Lines to Represent a Line Chart,minimum-lines-to-represent-a-line-chart,Medium,"Array, Math, Geometry, Sorting, Number Theory",FALSE
Sum of Total Strength of Wizards,sum-of-total-strength-of-wizards,Hard,"Array, Stack, Monotonic Stack, Prefix Sum",FALSE
Number of People That Can Be Seen in a Grid,number-of-people-that-can-be-seen-in-a-grid,Medium,"Array, Stack, Matrix, Monotonic Stack",TRUE
Check if Number Has Equal Digit Count and Digit Value,check-if-number-has-equal-digit-count-and-digit-value,Easy,"Hash Table, String, Counting",FALSE
Sender With Largest Word Count,sender-with-largest-word-count,Medium,"Array, Hash Table, String, Counting",FALSE
Maximum Total Importance of Roads,maximum-total-importance-of-roads,Medium,"Greedy, Graph, Sorting, Heap (Priority Queue)",FALSE
Booking Concert Tickets in Groups,booking-concert-tickets-in-groups,Hard,"Binary Search, Design, Binary Indexed Tree, Segment Tree",FALSE
Rearrange Characters to Make Target String,rearrange-characters-to-make-target-string,Easy,"Hash Table, String, Counting",FALSE
Apply Discount to Prices,apply-discount-to-prices,Medium,String,FALSE
Steps to Make Array Non-decreasing,steps-to-make-array-non-decreasing,Medium,"Array, Linked List, Stack, Monotonic Stack",FALSE
Minimum Obstacle Removal to Reach Corner,minimum-obstacle-removal-to-reach-corner,Hard,"Array, Breadth-First Search, Graph, Heap (Priority Queue), Matrix, Shortest Path",FALSE
Maximum Profit From Trading Stocks,maximum-profit-from-trading-stocks,Medium,"Array, Dynamic Programming",TRUE
Min Max Game,min-max-game,Easy,"Array, Simulation",FALSE
Partition Array Such That Maximum Difference Is K,partition-array-such-that-maximum-difference-is-k,Medium,"Array, Greedy, Sorting",FALSE
